audio_clipping,audio_clipping:confidence,background_noise_audible,background_noise_audible:confidence,overall_quality_of_the_audio,quiet_speaker,quiet_speaker:confidence,speaker_id,file_download,file_name,phrase,prompt,writer_id
no_clipping,1,no_noise,0.6667,3.67,audible_speaker,1,15830408,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_15830408_49631021.wav&key=test_key_TISTK,1249120_15830408_49631021.wav,"I have a blurry vision and i can't see in the darkness , what is the reason doctor ?",Blurry vision,44150058
no_clipping,1,no_noise,1,3.67,audible_speaker,1,17632529,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_17632529_62603800.wav&key=test_key_TISTK,1249120_17632529_62603800.wav,I could not exercise because of my knee pain,Knee pain,21665495
no_clipping,1,no_noise,0.675,3.67,audible_speaker,1,17632529,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_17632529_72353055.wav&key=test_key_TISTK,1249120_17632529_72353055.wav,i feel weak,Body feels weak,44266645
no_clipping,1,no_noise,1,3.67,audible_speaker,1,17632529,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_17632529_75962639.wav&key=test_key_TISTK,1249120_17632529_75962639.wav,I have acne in my face and other problema in my derma like itching,Skin issue,44066678
no_clipping,1,no_noise,0.6667,3.67,audible_speaker,1,17632529,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_17632529_91024852.wav&key=test_key_TISTK,1249120_17632529_91024852.wav,I feel like the room is spinning,Feeling dizzy,44164300
no_clipping,1,no_noise,0.6667,3.67,audible_speaker,1,17632529,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_17632529_99387256.wav&key=test_key_TISTK,1249120_17632529_99387256.wav,I tried alot of cream but i still feel the same skin problem,Skin issue,44118742
no_clipping,1,no_noise,0.6534,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_101189223.wav&key=test_key_TISTK,1249120_18172663_101189223.wav,there is a red stain in my skin,Skin issue,44124309
no_clipping,1,no_noise,0.6793,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_106680674.wav&key=test_key_TISTK,1249120_18172663_106680674.wav,stiffness inability to look right or left except by moving the whole body,Neck pain,43868212
no_clipping,1,no_noise,0.6554,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_108137849.wav&key=test_key_TISTK,1249120_18172663_108137849.wav,I have a headache every time I eat ice cream,Head ache,21665495
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_11717053.wav&key=test_key_TISTK,1249120_18172663_11717053.wav,my abdominal muscles have great pain since i was at GYM,Muscle pain,43793610
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_19874153.wav&key=test_key_TISTK,1249120_18172663_19874153.wav,I lose a lot of my hair,Hair falling out,44045955
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_29038611.wav&key=test_key_TISTK,1249120_18172663_29038611.wav,My calves feel like they are tight as knots and are throbbing,Muscle pain,44164300
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_49444750.wav&key=test_key_TISTK,1249120_18172663_49444750.wav,I feel joint pain every time I move,Joint pain,43985758
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_51105105.wav&key=test_key_TISTK,1249120_18172663_51105105.wav,I feel like the room is spinning,Feeling dizzy,43913997
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_53225387.wav&key=test_key_TISTK,1249120_18172663_53225387.wav,"I am always cold, even when I am wearing layers",Feeling cold,42082009
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_61544098.wav&key=test_key_TISTK,1249120_18172663_61544098.wav,My stomach has been sore since yesterday.,Stomach ache,44140394
no_clipping,1,no_noise,0.6573,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_76088473.wav&key=test_key_TISTK,1249120_18172663_76088473.wav,i have injured myself during the soccer match,Injury from sports,44124309
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_76673453.wav&key=test_key_TISTK,1249120_18172663_76673453.wav,I have blurry vision after I used a wrong medicine.,Blurry vision,40632132
no_clipping,1,no_noise,0.6596,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_81924799.wav&key=test_key_TISTK,1249120_18172663_81924799.wav,When my grand father died I felt a hard emotional pain,Emotional pain,43949040
no_clipping,1,no_noise,0.6659,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_85283527.wav&key=test_key_TISTK,1249120_18172663_85283527.wav,I have a problem in the expiration because i have abronchial asthma,Hard to breath,44066678
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_91261587.wav&key=test_key_TISTK,1249120_18172663_91261587.wav,I'm not good i'm feeling so cold,Feeling cold,44045955
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_92560489.wav&key=test_key_TISTK,1249120_18172663_92560489.wav,I have an ear ache when showering,Ear ache,21665495
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18172663,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18172663_95081168.wav&key=test_key_TISTK,1249120_18172663_95081168.wav,When I wake up I am feeling cold,Feeling cold,21665495
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_100514958.wav&key=test_key_TISTK,1249120_18386513_100514958.wav,I have pimples in patches along with a lot of redness on my face.,Acne,43755034
no_clipping,1,no_noise,0.6479,3.67,audible_speaker,1,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_10796746.wav&key=test_key_TISTK,1249120_18386513_10796746.wav,When I was young I had an injury from sports in my knee.,Injury from sports,38687371
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_10960962.wav&key=test_key_TISTK,1249120_18386513_10960962.wav,I feel discomfort throughout the body in general,Body feels weak,44340112
no_clipping,1,no_noise,1,3.67,audible_speaker,0.6901,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_28783443.wav&key=test_key_TISTK,1249120_18386513_28783443.wav,I feel depressed when I see my hair falling out,Hair falling out,44118742
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_29050397.wav&key=test_key_TISTK,1249120_18386513_29050397.wav,there pain in my foot,Foot ache,44124309
no_clipping,1,no_noise,1,3.67,audible_speaker,0.6706,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_43428617.wav&key=test_key_TISTK,1249120_18386513_43428617.wav,I have an internal pain I cannot describe,Internal pain,21665495
no_clipping,1,no_noise,0.6797,3.67,audible_speaker,1,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_54530444.wav&key=test_key_TISTK,1249120_18386513_54530444.wav,My back hurts so much I can't bend down to tie my shoelaces.,Back pain,40925305
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_57790418.wav&key=test_key_TISTK,1249120_18386513_57790418.wav,I can't get a girlfriend because of my acne.,Acne,44246595
no_clipping,1,no_noise,0.6757,3.67,audible_speaker,1,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_62259179.wav&key=test_key_TISTK,1249120_18386513_62259179.wav,I complain alot with my neck pain and i really need to be better,Neck pain,44118742
no_clipping,1,no_noise,0.6899,3.67,audible_speaker,1,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_73056338.wav&key=test_key_TISTK,1249120_18386513_73056338.wav,"I have a blurry vision since I woke up this morning, what could be the reason?",Blurry vision,40632132
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_85583004.wav&key=test_key_TISTK,1249120_18386513_85583004.wav,i was playing football and injuried with joint pain.,Joint pain,44063565
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_88896885.wav&key=test_key_TISTK,1249120_18386513_88896885.wav,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.,Infected wound,43755034
no_clipping,1,no_noise,0.6812,3.67,audible_speaker,1,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_92508953.wav&key=test_key_TISTK,1249120_18386513_92508953.wav,Oh my heart hurts me I tried to be calm and I can't,Heart hurts,43318517
no_clipping,1,no_noise,0.6874,3.67,audible_speaker,1,18386513,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18386513_93171946.wav&key=test_key_TISTK,1249120_18386513_93171946.wav,I feel a tightness in my chest,Hard to breath,43913997
no_clipping,1,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_100689643.wav&key=test_key_TISTK,1249120_1853182_100689643.wav,I feel a burning sensation in my shoulder muscle.,Muscle pain,38202325
no_clipping,0.6779,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_104662580.wav&key=test_key_TISTK,1249120_1853182_104662580.wav,When I was young I had an injury from sports in my knee.,Injury from sports,38687371
no_clipping,1,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_105717969.wav&key=test_key_TISTK,1249120_1853182_105717969.wav,I feel cold although we are in summer.,Feeling cold,40632132
no_clipping,1,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_12060422.wav&key=test_key_TISTK,1249120_1853182_12060422.wav,Oh my heart hurts me I tried to be calm and I can't,Heart hurts,43318517
no_clipping,1,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_14886599.wav&key=test_key_TISTK,1249120_1853182_14886599.wav,i feel head ache,Head ache,44266645
no_clipping,1,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_16171679.wav&key=test_key_TISTK,1249120_1853182_16171679.wav,"i am feeling so dizzy, body is so fragile.",Body feels weak,43930147
no_clipping,1,no_noise,0.6944,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_20504574.wav&key=test_key_TISTK,1249120_1853182_20504574.wav,Feel like something is being jabbed into my joints,Joint pain,44164300
no_clipping,0.6447,no_noise,0.6842,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_21608484.wav&key=test_key_TISTK,1249120_1853182_21608484.wav,My biceps started aching after I went to the gym,Muscle pain,44164300
no_clipping,1,no_noise,0.6528,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_21950254.wav&key=test_key_TISTK,1249120_1853182_21950254.wav,"I have a foot ache in winter, or when it feels cold, why?",Foot ache,40632132
no_clipping,1,no_noise,1,3.67,audible_speaker,0.6763,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_22487381.wav&key=test_key_TISTK,1249120_1853182_22487381.wav,I've had this cough for two weeks.,Cough,44140394
no_clipping,1,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_36093484.wav&key=test_key_TISTK,1249120_1853182_36093484.wav,"I have a blurry vision since I woke up this morning, what could be the reason?",Blurry vision,40632132
no_clipping,1,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_48590607.wav&key=test_key_TISTK,1249120_1853182_48590607.wav,I have difficulty in breathing in crowded places.,Hard to breath,40632132
no_clipping,1,no_noise,0.6757,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_55592493.wav&key=test_key_TISTK,1249120_1853182_55592493.wav,My acne gets worse when it is hot,Acne,21665495
no_clipping,1,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_58078131.wav&key=test_key_TISTK,1249120_1853182_58078131.wav,My back hurts so much I can't bend down to tie my shoelaces.,Back pain,40925305
no_clipping,1,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_58917703.wav&key=test_key_TISTK,1249120_1853182_58917703.wav,I have an open wound in my arm,Open wound,21665495
no_clipping,1,no_noise,0.6732,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_59775853.wav&key=test_key_TISTK,1249120_1853182_59775853.wav,I feel pain when i think of her,Emotional pain,21665495
no_clipping,1,no_noise,0.6851,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_68863089.wav&key=test_key_TISTK,1249120_1853182_68863089.wav,I have an internal pain I cannot describe,Internal pain,21665495
no_clipping,1,no_noise,0.6701,3.67,audible_speaker,0.6718,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_70597499.wav&key=test_key_TISTK,1249120_1853182_70597499.wav,My body feels weak and I tried to make it relax but it stills pain me,Body feels weak,43318517
no_clipping,1,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_75011889.wav&key=test_key_TISTK,1249120_1853182_75011889.wav,My back got injured while i was lifting at the gym,Injury from sports,44150058
no_clipping,1,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_77811398.wav&key=test_key_TISTK,1249120_1853182_77811398.wav,i feel pain in my stomach,Stomach ache,44266645
no_clipping,1,no_noise,0.6835,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_83347773.wav&key=test_key_TISTK,1249120_1853182_83347773.wav,i cant sleep because of cough,Cough,43838565
no_clipping,1,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_86923401.wav&key=test_key_TISTK,1249120_1853182_86923401.wav,My face break out badly every month around my cycle.,Acne,43755034
no_clipping,1,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_95429596.wav&key=test_key_TISTK,1249120_1853182_95429596.wav,i feel weak,Body feels weak,44266645
no_clipping,1,no_noise,1,3.67,audible_speaker,1,1853182,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_1853182_98369408.wav&key=test_key_TISTK,1249120_1853182_98369408.wav,"It is hard to breath when I am in the underground metro station, why?",Hard to breath,40632132
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_102246875.wav&key=test_key_TISTK,1249120_18985376_102246875.wav,My hair is falling when I am combing it.,Hair falling out,40632132
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_16073590.wav&key=test_key_TISTK,1249120_18985376_16073590.wav,I get clusters of pimples on my face that never go away.,Acne,43755034
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_20030597.wav&key=test_key_TISTK,1249120_18985376_20030597.wav,My foot hurts me a lot of playing football,Foot ache,43730599
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_38115247.wav&key=test_key_TISTK,1249120_18985376_38115247.wav,I have a pain in my joint,Joint pain,44045955
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_39568241.wav&key=test_key_TISTK,1249120_18985376_39568241.wav,I feel a tightness in my chest,Hard to breath,43913997
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_42223175.wav&key=test_key_TISTK,1249120_18985376_42223175.wav,my hair falling out,Hair falling out,44266645
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_42567209.wav&key=test_key_TISTK,1249120_18985376_42567209.wav,I fell a stiffness in my elbows and shoulders,Joint pain,43913997
no_clipping,1,no_noise,0.7022,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_48221833.wav&key=test_key_TISTK,1249120_18985376_48221833.wav,I have acne all over my face,Acne,21665495
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_49389043.wav&key=test_key_TISTK,1249120_18985376_49389043.wav,It feels like I can't take a deep breath,Hard to breath,42082009
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_56211176.wav&key=test_key_TISTK,1249120_18985376_56211176.wav,I have a hair shortage,Hair falling out,44340112
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_57110979.wav&key=test_key_TISTK,1249120_18985376_57110979.wav,I have a dry skin,Skin issue,44045955
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_68491498.wav&key=test_key_TISTK,1249120_18985376_68491498.wav,"i can't move my leg, there is pain in the joint",Joint pain,44124309
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_71664235.wav&key=test_key_TISTK,1249120_18985376_71664235.wav,I can't get a girlfriend because of my acne.,Acne,44246595
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_75055025.wav&key=test_key_TISTK,1249120_18985376_75055025.wav,I'm not good i feel dizzy,Feeling dizzy,44045955
no_clipping,1,no_noise,1,3.67,audible_speaker,1,18985376,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_18985376_81157537.wav&key=test_key_TISTK,1249120_18985376_81157537.wav,i have difficulty moving my neck,Neck pain,44088126
no_clipping,1,no_noise,1,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_108893551.wav&key=test_key_TISTK,1249120_19425875_108893551.wav,i was travelling by ship and i feel dizzy.,Feeling dizzy,44063565
no_clipping,1,no_noise,0.6549,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_12855618.wav&key=test_key_TISTK,1249120_19425875_12855618.wav,My calves feel like they are tight as knots and are throbbing,Muscle pain,44164300
no_clipping,1,no_noise,1,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_18203949.wav&key=test_key_TISTK,1249120_19425875_18203949.wav,stiffness inability to look right or left except by moving the whole body,Neck pain,43868212
no_clipping,1,no_noise,1,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_19354885.wav&key=test_key_TISTK,1249120_19425875_19354885.wav,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.",Acne,44130352
no_clipping,1,no_noise,0.6736,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_20297828.wav&key=test_key_TISTK,1249120_19425875_20297828.wav,I feel weak all over.,Body feels weak,44140394
no_clipping,1,no_noise,1,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_33317441.wav&key=test_key_TISTK,1249120_19425875_33317441.wav,I feel like my heart is on fire.,Heart hurts,44292353
no_clipping,1,no_noise,0.6986,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_34018942.wav&key=test_key_TISTK,1249120_19425875_34018942.wav,I have a great stomach ache and i can't eat any thing,Stomach ache,44150058
no_clipping,1,no_noise,0.6494,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_37619269.wav&key=test_key_TISTK,1249120_19425875_37619269.wav,itch at front and center of scalp,Hair falling out,43868212
no_clipping,1,no_noise,0.6757,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_39082711.wav&key=test_key_TISTK,1249120_19425875_39082711.wav,I got acne when I ate chili,Acne,21665495
no_clipping,1,no_noise,1,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_41547659.wav&key=test_key_TISTK,1249120_19425875_41547659.wav,I have shoulder pain when I try to carry my groceries.,Shoulder pain,38202325
no_clipping,1,no_noise,0.6956,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_50154428.wav&key=test_key_TISTK,1249120_19425875_50154428.wav,When I lift my arms up I have a soreness in my shoulders,Shoulder pain,43913997
no_clipping,1,no_noise,1,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_55700950.wav&key=test_key_TISTK,1249120_19425875_55700950.wav,I feel very hard to breathe,Hard to breath,43730599
no_clipping,1,no_noise,1,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_61282695.wav&key=test_key_TISTK,1249120_19425875_61282695.wav,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy,44066678
no_clipping,1,no_noise,0.6923,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_65715714.wav&key=test_key_TISTK,1249120_19425875_65715714.wav,I love to walk and be outside but the bottoms of my feet get sore so quickly.,Foot ache,19638651
no_clipping,1,no_noise,0.6779,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_74306830.wav&key=test_key_TISTK,1249120_19425875_74306830.wav,The area around my heart doesn't feel good.,Heart hurts,44292353
no_clipping,1,no_noise,1,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_78897872.wav&key=test_key_TISTK,1249120_19425875_78897872.wav,I have a pain in my head,Head ache,44045955
no_clipping,1,no_noise,1,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_83118282.wav&key=test_key_TISTK,1249120_19425875_83118282.wav,My chest acne breaks out and never clears up.,Acne,43755034
no_clipping,1,no_noise,1,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_87742616.wav&key=test_key_TISTK,1249120_19425875_87742616.wav,The crushing sensation on my heart leaves me breathless.,Heart hurts,44130352
no_clipping,1,no_noise,1,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_94011641.wav&key=test_key_TISTK,1249120_19425875_94011641.wav,I feel joint pain every time I move,Joint pain,43985758
no_clipping,1,no_noise,1,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_97646089.wav&key=test_key_TISTK,1249120_19425875_97646089.wav,When get up I found that I have a stomach ache  and I tried to take medecine but my stomach still hurting me,Stomach ache,43318517
no_clipping,1,no_noise,1,3.67,audible_speaker,1,19425875,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_19425875_98283123.wav&key=test_key_TISTK,1249120_19425875_98283123.wav,I have an ear ache when showering,Ear ache,21665495
no_clipping,1,no_noise,0.6757,3.67,audible_speaker,1,20518958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_20518958_101637826.wav&key=test_key_TISTK,1249120_20518958_101637826.wav,The pain in my back dwwls like a sharp knife in it,Back pain,44118742
no_clipping,1,no_noise,0.6599,3.67,audible_speaker,1,20518958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_20518958_13896708.wav&key=test_key_TISTK,1249120_20518958_13896708.wav,My heart is beating fast and it scares me.,Heart hurts,1883056
no_clipping,1,no_noise,1,3.67,audible_speaker,1,20518958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_20518958_36066076.wav&key=test_key_TISTK,1249120_20518958_36066076.wav,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.,Infected wound,43755034
no_clipping,1,no_noise,0.6824,3.67,audible_speaker,1,20518958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_20518958_38416114.wav&key=test_key_TISTK,1249120_20518958_38416114.wav,I've been feeling very sad lately,Emotional pain,42082009
no_clipping,1,no_noise,1,3.67,audible_speaker,1,20518958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_20518958_50449653.wav&key=test_key_TISTK,1249120_20518958_50449653.wav,I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns.,Infected wound,14026697
no_clipping,1,no_noise,0.6776,3.67,audible_speaker,1,20518958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_20518958_51041222.wav&key=test_key_TISTK,1249120_20518958_51041222.wav,It hurts when I raise my arm up,Shoulder pain,42082009
no_clipping,1,no_noise,0.6712,3.67,audible_speaker,1,20518958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_20518958_69427636.wav&key=test_key_TISTK,1249120_20518958_69427636.wav,All my body is in a bad case and i need a good treatment,Joint pain,44118742
no_clipping,1,no_noise,0.6944,3.67,audible_speaker,1,20518958,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_20518958_72274474.wav&key=test_key_TISTK,1249120_20518958_72274474.wav,There is pain in my joints. I can not bear pain,Joint pain,43730599
